country,startIP,endIP,startIpNum,endIpNum
BR,168.90.64.0,168.90.67.255,2824486912,2824487935
MX,168.90.68.0,168.90.71.255,2824487936,2824488959
AR,168.90.72.0,168.90.75.255,2824488960,2824489983
BR,168.90.76.0,168.90.79.255,2824489984,2824491007
BR,168.90.80.0,168.90.83.255,2824491008,2824492031
AR,168.90.84.0,168.90.87.255,2824492032,2824493055
BR,168.90.88.0,168.90.91.255,2824493056,2824494079
CO,168.90.92.0,168.90.95.255,2824494080,2824495103
HN,168.90.96.0,168.90.99.255,2824495104,2824496127
BR,168.90.100.0,168.90.103.255,2824496128,2824497151
BR,168.90.104.0,168.90.107.255,2824497152,2824498175
HN,168.90.108.0,168.90.111.255,2824498176,2824499199
BR,168.90.112.0,168.90.115.255,2824499200,2824500223
BR,168.90.116.0,168.90.119.255,2824500224,2824501247
BR,168.90.120.0,168.90.123.255,2824501248,2824502271
BR,168.90.124.0,168.90.127.255,2824502272,2824503295
AR,168.90.128.0,168.90.131.255,2824503296,2824504319
BR,168.90.132.0,168.90.135.255,2824504320,2824505343
BR,168.90.136.0,168.90.139.255,2824505344,2824506367
BR,168.90.140.0,168.90.143.255,2824506368,2824507391
BR,168.90.144.0,168.90.147.255,2824507392,2824508415
BR,168.90.148.0,168.90.151.255,2824508416,2824509439
BR,168.90.152.0,168.90.155.255,2824509440,2824510463
CL,168.90.156.0,168.90.159.255,2824510464,2824511487
AR,168.90.160.0,168.90.163.255,2824511488,2824512511
BR,168.90.164.0,168.90.167.255,2824512512,2824513535
BR,168.90.168.0,168.90.171.255,2824513536,2824514559
BR,168.90.172.0,168.90.175.255,2824514560,2824515583
PY,168.90.176.0,168.90.179.255,2824515584,2824516607
BR,168.90.180.0,168.90.183.255,2824516608,2824517631
BR,168.90.184.0,168.90.187.255,2824517632,2824518655
BR,168.90.188.0,168.90.191.255,2824518656,2824519679
BR,168.90.192.0,168.90.195.255,2824519680,2824520703
HN,168.90.196.0,168.90.199.255,2824520704,2824521727
BR,168.90.200.0,168.90.203.255,2824521728,2824522751
BR,168.90.204.0,168.90.207.255,2824522752,2824523775
BR,168.90.208.0,168.90.211.255,2824523776,2824524799
BR,168.90.212.0,168.90.215.255,2824524800,2824525823
BR,168.90.216.0,168.90.219.255,2824525824,2824526847
CL,168.90.220.0,168.90.223.255,2824526848,2824527871
BR,168.90.224.0,168.90.227.255,2824527872,2824528895
BR,168.90.228.0,168.90.231.255,2824528896,2824529919
CL,168.90.232.0,168.90.235.255,2824529920,2824530943
BR,168.90.236.0,168.90.239.255,2824530944,2824531967
BR,168.90.240.0,168.90.243.255,2824531968,2824532991
BZ,168.90.244.0,168.90.247.255,2824532992,2824534015
BR,168.90.248.0,168.90.251.255,2824534016,2824535039
AR,168.90.252.0,168.90.255.255,2824535040,2824536063
AR,168.96.0.0,168.96.255.255,2824863744,2824929279
AR,168.101.0.0,168.101.255.255,2825191424,2825256959
BR,168.121.0.0,168.121.3.255,2826502144,2826503167
BR,168.121.4.0,168.121.7.255,2826503168,2826504191
BR,168.121.8.0,168.121.11.255,2826504192,2826505215
BR,168.121.12.0,168.121.15.255,2826505216,2826506239
BR,168.121.16.0,168.121.19.255,2826506240,2826507263
BR,168.121.20.0,168.121.23.255,2826507264,2826508287
BR,168.121.24.0,168.121.27.255,2826508288,2826509311
BR,168.121.28.0,168.121.31.255,2826509312,2826510335
AR,168.121.32.0,168.121.35.255,2826510336,2826511359
AR,168.121.36.0,168.121.39.255,2826511360,2826512383
BR,168.121.40.0,168.121.43.255,2826512384,2826513407
PE,168.121.44.0,168.121.47.255,2826513408,2826514431
PE,168.121.48.0,168.121.51.255,2826514432,2826515455
BR,168.121.52.0,168.121.55.255,2826515456,2826516479
AR,168.121.56.0,168.121.59.255,2826516480,2826517503
MX,168.121.60.0,168.121.63.255,2826517504,2826518527
BR,168.121.64.0,168.121.67.255,2826518528,2826519551
BR,168.121.68.0,168.121.71.255,2826519552,2826520575
BR,168.121.72.0,168.121.75.255,2826520576,2826521599
BR,168.121.76.0,168.121.79.255,2826521600,2826522623
CL,168.121.80.0,168.121.83.255,2826522624,2826523647
SR,168.121.84.0,168.121.87.255,2826523648,2826524671
BR,168.121.88.0,168.121.91.255,2826524672,2826525695
BR,168.121.92.0,168.121.95.255,2826525696,2826526719
BR,168.121.96.0,168.121.99.255,2826526720,2826527743
BR,168.121.100.0,168.121.103.255,2826527744,2826528767
BR,168.121.104.0,168.121.107.255,2826528768,2826529791
BR,168.121.108.0,168.121.111.255,2826529792,2826530815
BR,168.121.112.0,168.121.115.255,2826530816,2826531839
AR,168.121.116.0,168.121.119.255,2826531840,2826532863
BR,168.121.120.0,168.121.123.255,2826532864,2826533887
BR,168.121.124.0,168.121.127.255,2826533888,2826534911
PA,168.121.128.0,168.121.131.255,2826534912,2826535935
BR,168.121.132.0,168.121.135.255,2826535936,2826536959
BR,168.121.136.0,168.121.139.255,2826536960,2826537983
BR,168.121.140.0,168.121.143.255,2826537984,2826539007
BR,168.121.144.0,168.121.147.255,2826539008,2826540031
BR,168.121.148.0,168.121.151.255,2826540032,2826541055
BR,168.121.152.0,168.121.155.255,2826541056,2826542079
BR,168.121.156.0,168.121.159.255,2826542080,2826543103
BR,168.121.160.0,168.121.163.255,2826543104,2826544127
BR,168.121.164.0,168.121.167.255,2826544128,2826545151
BR,168.121.168.0,168.121.171.255,2826545152,2826546175
BR,168.121.172.0,168.121.175.255,2826546176,2826547199
BR,168.121.176.0,168.121.179.255,2826547200,2826548223
BR,168.121.180.0,168.121.183.255,2826548224,2826549247
UY,168.121.184.0,168.121.187.255,2826549248,2826550271
BR,168.121.188.0,168.121.191.255,2826550272,2826551295
BR,168.121.192.0,168.121.195.255,2826551296,2826552319
BR,168.121.196.0,168.121.199.255,2826552320,2826553343
BR,168.121.200.0,168.121.203.255,2826553344,2826554367
BR,168.121.204.0,168.121.207.255,2826554368,2826555391
AR,168.121.208.0,168.121.211.255,2826555392,2826556415
AR,168.121.212.0,168.121.215.255,2826556416,2826557439
BR,168.121.216.0,168.121.219.255,2826557440,2826558463
PE,168.121.220.0,168.121.223.255,2826558464,2826559487
BR,168.121.224.0,168.121.227.255,2826559488,2826560511
BR,168.121.228.0,168.121.231.255,2826560512,2826561535
BR,168.121.232.0,168.121.235.255,2826561536,2826562559
PE,168.121.236.0,168.121.239.255,2826562560,2826563583
MX,168.121.240.0,168.121.243.255,2826563584,2826564607
MX,168.121.244.0,168.121.247.255,2826564608,2826565631
BR,168.121.248.0,168.121.251.255,2826565632,2826566655
BR,168.121.252.0,168.121.255.255,2826566656,2826567679
MX,168.165.0.0,168.165.255.255,2829385728,2829451263
CO,168.176.0.0,168.176.255.255,2830106624,2830172159
BR,168.181.0.0,168.181.3.255,2830434304,2830435327
BR,168.181.4.0,168.181.7.255,2830435328,2830436351
PE,168.181.8.0,168.181.11.255,2830436352,2830437375
BR,168.181.12.0,168.181.15.255,2830437376,2830438399
BR,168.181.16.0,168.181.19.255,2830438400,2830439423
BR,168.181.20.0,168.181.23.255,2830439424,2830440447
AR,168.181.24.0,168.181.27.255,2830440448,2830441471
BR,168.181.28.0,168.181.31.255,2830441472,2830442495
BR,168.181.32.0,168.181.35.255,2830442496,2830443519
BR,168.181.36.0,168.181.39.255,2830443520,2830444543
BR,168.181.40.0,168.181.43.255,2830444544,2830445567
AR,168.181.44.0,168.181.47.255,2830445568,2830446591
BR,168.181.48.0,168.181.51.255,2830446592,2830447615
HN,168.181.52.0,168.181.55.255,2830447616,2830448639
BR,168.181.56.0,168.181.59.255,2830448640,2830449663
BR,168.181.60.0,168.181.63.255,2830449664,2830450687
BR,168.181.64.0,168.181.67.255,2830450688,2830451711
BR,168.181.68.0,168.181.71.255,2830451712,2830452735
AR,168.181.72.0,168.181.75.255,2830452736,2830453759
MX,168.181.76.0,168.181.79.255,2830453760,2830454783
BR,168.181.80.0,168.181.83.255,2830454784,2830455807
BR,168.181.84.0,168.181.87.255,2830455808,2830456831
BR,168.181.88.0,168.181.91.255,2830456832,2830457855
MX,168.181.92.0,168.181.95.255,2830457856,2830458879
BR,168.181.96.0,168.181.99.255,2830458880,2830459903
MX,168.181.100.0,168.181.103.255,2830459904,2830460927
BR,168.181.104.0,168.181.107.255,2830460928,2830461951
BR,168.181.108.0,168.181.111.255,2830461952,2830462975
BR,168.181.112.0,168.181.115.255,2830462976,2830463999
BR,168.181.116.0,168.181.119.255,2830464000,2830465023
HN,168.181.120.0,168.181.123.255,2830465024,2830466047
BR,168.181.124.0,168.181.127.255,2830466048,2830467071
BR,168.181.128.0,168.181.131.255,2830467072,2830468095
BR,168.181.132.0,168.181.135.255,2830468096,2830469119
BR,168.181.136.0,168.181.139.255,2830469120,2830470143
BR,168.181.140.0,168.181.143.255,2830470144,2830471167
BR,168.181.144.0,168.181.147.255,2830471168,2830472191
BR,168.181.148.0,168.181.151.255,2830472192,2830473215
BR,168.181.152.0,168.181.155.255,2830473216,2830474239
BR,168.181.156.0,168.181.159.255,2830474240,2830475263
CR,168.181.160.0,168.181.163.255,2830475264,2830476287
BR,168.181.164.0,168.181.167.255,2830476288,2830477311
BR,168.181.168.0,168.181.171.255,2830477312,2830478335
BR,168.181.172.0,168.181.175.255,2830478336,2830479359
AR,168.181.176.0,168.181.179.255,2830479360,2830480383
BR,168.181.180.0,168.181.183.255,2830480384,2830481407
AR,168.181.184.0,168.181.187.255,2830481408,2830482431
BR,168.181.188.0,168.181.191.255,2830482432,2830483455
BR,168.181.192.0,168.181.195.255,2830483456,2830484479
BR,168.181.196.0,168.181.199.255,2830484480,2830485503
BR,168.181.200.0,168.181.203.255,2830485504,2830486527
AR,168.181.204.0,168.181.207.255,2830486528,2830487551
AR,168.181.208.0,168.181.211.255,2830487552,2830488575
BR,168.181.212.0,168.181.215.255,2830488576,2830489599
BR,168.181.216.0,168.181.219.255,2830489600,2830490623
BR,168.181.220.0,168.181.223.255,2830490624,2830491647
BR,168.181.224.0,168.181.227.255,2830491648,2830492671
HN,168.181.228.0,168.181.231.255,2830492672,2830493695
BR,168.181.232.0,168.181.235.255,2830493696,2830494719
BR,168.181.236.0,168.181.239.255,2830494720,2830495743
BR,168.181.240.0,168.181.243.255,2830495744,2830496767
BR,168.181.244.0,168.181.247.255,2830496768,2830497791
BR,168.181.248.0,168.181.251.255,2830497792,2830498815
BR,168.181.252.0,168.181.255.255,2830498816,2830499839
MX,168.194.0.0,168.194.3.255,2831286272,2831287295
BR,168.194.4.0,168.194.7.255,2831287296,2831288319
BR,168.194.8.0,168.194.11.255,2831288320,2831289343
BR,168.194.12.0,168.194.15.255,2831289344,2831290367
BR,168.194.16.0,168.194.19.255,2831290368,2831291391
BR,168.194.20.0,168.194.23.255,2831291392,2831292415
BR,168.194.24.0,168.194.27.255,2831292416,2831293439
BR,168.194.28.0,168.194.31.255,2831293440,2831294463
AR,168.194.32.0,168.194.35.255,2831294464,2831295487
BR,168.194.36.0,168.194.39.255,2831295488,2831296511
BR,168.194.40.0,168.194.43.255,2831296512,2831297535
BR,168.194.44.0,168.194.47.255,2831297536,2831298559
BR,168.194.48.0,168.194.51.255,2831298560,2831299583
AR,168.194.52.0,168.194.55.255,2831299584,2831300607
BR,168.194.56.0,168.194.59.255,2831300608,2831301631
BR,168.194.60.0,168.194.63.255,2831301632,2831302655
BR,168.194.64.0,168.194.67.255,2831302656,2831303679
BR,168.194.68.0,168.194.71.255,2831303680,2831304703
GT,168.194.72.0,168.194.75.255,2831304704,2831305727
BR,168.194.76.0,168.194.79.255,2831305728,2831306751
BR,168.194.80.0,168.194.83.255,2831306752,2831307775
BR,168.194.84.0,168.194.87.255,2831307776,2831308799
MX,168.194.88.0,168.194.91.255,2831308800,2831309823
BR,168.194.92.0,168.194.95.255,2831309824,2831310847
BR,168.194.96.0,168.194.99.255,2831310848,2831311871
PE,168.194.100.0,168.194.103.255,2831311872,2831312895
BR,168.194.104.0,168.194.107.255,2831312896,2831313919
VE,168.194.108.0,168.194.111.255,2831313920,2831314943
BR,168.194.112.0,168.194.115.255,2831314944,2831315967
BR,168.194.116.0,168.194.119.255,2831315968,2831316991
BR,168.194.120.0,168.194.123.255,2831316992,2831318015
BR,168.194.124.0,168.194.127.255,2831318016,2831319039
BR,168.194.128.0,168.194.131.255,2831319040,2831320063
BR,168.194.132.0,168.194.135.255,2831320064,2831321087
BR,168.194.136.0,168.194.139.255,2831321088,2831322111
AR,168.194.140.0,168.194.143.255,2831322112,2831323135
BR,168.194.144.0,168.194.147.255,2831323136,2831324159
EC,168.194.148.0,168.194.151.255,2831324160,2831325183
BR,168.194.152.0,168.194.155.255,2831325184,2831326207
BR,168.194.156.0,168.194.159.255,2831326208,2831327231
BR,168.194.160.0,168.194.163.255,2831327232,2831328255
BR,168.194.164.0,168.194.167.255,2831328256,2831329279
CL,168.194.168.0,168.194.171.255,2831329280,2831330303
BR,168.194.172.0,168.194.175.255,2831330304,2831331327
BR,168.194.176.0,168.194.179.255,2831331328,2831332351
AR,168.194.180.0,168.194.183.255,2831332352,2831333375
BR,168.194.184.0,168.194.187.255,2831333376,2831334399
BR,168.194.188.0,168.194.191.255,2831334400,2831335423
BR,168.194.192.0,168.194.195.255,2831335424,2831336447
CL,168.194.196.0,168.194.199.255,2831336448,2831337471
BR,168.194.200.0,168.194.203.255,2831337472,2831338495
AR,168.194.204.0,168.194.207.255,2831338496,2831339519
BR,168.194.208.0,168.194.211.255,2831339520,2831340543
BR,168.194.212.0,168.194.215.255,2831340544,2831341567
AR,168.194.216.0,168.194.219.255,2831341568,2831342591
BR,168.194.220.0,168.194.223.255,2831342592,2831343615
BR,168.194.224.0,168.194.227.255,2831343616,2831344639
BR,168.194.228.0,168.194.231.255,2831344640,2831345663
AR,168.194.232.0,168.194.235.255,2831345664,2831346687
BR,168.194.236.0,168.194.239.255,2831346688,2831347711
PY,168.194.240.0,168.194.243.255,2831347712,2831348735
BR,168.194.244.0,168.194.247.255,2831348736,2831349759
BR,168.194.248.0,168.194.251.255,2831349760,2831350783
BR,168.194.252.0,168.194.255.255,2831350784,2831351807
BR,168.195.0.0,168.195.3.255,2831351808,2831352831
BR,168.195.4.0,168.195.7.255,2831352832,2831353855
BR,168.195.8.0,168.195.11.255,2831353856,2831354879
BR,168.195.12.0,168.195.15.255,2831354880,2831355903
BR,168.195.16.0,168.195.19.255,2831355904,2831356927
BR,168.195.20.0,168.195.23.255,2831356928,2831357951
BR,168.195.24.0,168.195.27.255,2831357952,2831358975
BR,168.195.28.0,168.195.31.255,2831358976,2831359999
BR,168.195.32.0,168.195.35.255,2831360000,2831361023
AR,168.195.36.0,168.195.39.255,2831361024,2831362047
BR,168.195.40.0,168.195.43.255,2831362048,2831363071
BR,168.195.44.0,168.195.47.255,2831363072,2831364095
BR,168.195.48.0,168.195.51.255,2831364096,2831365119
AR,168.195.52.0,168.195.55.255,2831365120,2831366143
AR,168.195.56.0,168.195.59.255,2831366144,2831367167
CL,168.195.60.0,168.195.63.255,2831367168,2831368191
BR,168.195.64.0,168.195.67.255,2831368192,2831369215
BR,168.195.68.0,168.195.71.255,2831369216,2831370239
BR,168.195.72.0,168.195.75.255,2831370240,2831371263
BZ,168.195.76.0,168.195.79.255,2831371264,2831372287
BR,168.195.80.0,168.195.83.255,2831372288,2831373311
BR,168.195.84.0,168.195.87.255,2831373312,2831374335
BR,168.195.88.0,168.195.91.255,2831374336,2831375359
BR,168.195.92.0,168.195.95.255,2831375360,2831376383
BR,168.195.96.0,168.195.99.255,2831376384,2831377407
BR,168.195.100.0,168.195.103.255,2831377408,2831378431
BR,168.195.104.0,168.195.107.255,2831378432,2831379455
AR,168.195.108.0,168.195.111.255,2831379456,2831380479
BR,168.195.112.0,168.195.115.255,2831380480,2831381503
AR,168.195.116.0,168.195.119.255,2831381504,2831382527
TT,168.195.120.0,168.195.123.255,2831382528,2831383551
CR,168.195.124.0,168.195.127.255,2831383552,2831384575
CL,168.195.128.0,168.195.131.255,2831384576,2831385599
BR,168.195.132.0,168.195.135.255,2831385600,2831386623
BR,168.195.136.0,168.195.139.255,2831386624,2831387647
BR,168.195.140.0,168.195.143.255,2831387648,2831388671
BR,168.195.144.0,168.195.147.255,2831388672,2831389695
BR,168.195.148.0,168.195.151.255,2831389696,2831390719
BR,168.195.152.0,168.195.155.255,2831390720,2831391743
BR,168.195.156.0,168.195.159.255,2831391744,2831392767
BR,168.195.160.0,168.195.163.255,2831392768,2831393791
BR,168.195.164.0,168.195.167.255,2831393792,2831394815
BR,168.195.168.0,168.195.171.255,2831394816,2831395839
BR,168.195.172.0,168.195.175.255,2831395840,2831396863
BR,168.195.176.0,168.195.179.255,2831396864,2831397887
BR,168.195.180.0,168.195.183.255,2831397888,2831398911
AR,168.195.184.0,168.195.187.255,2831398912,2831399935
BR,168.195.188.0,168.195.191.255,2831399936,2831400959
BR,168.195.192.0,168.195.195.255,2831400960,2831401983
BR,168.195.196.0,168.195.199.255,2831401984,2831403007
MX,168.195.200.0,168.195.203.255,2831403008,2831404031
MX,168.195.204.0,168.195.207.255,2831404032,2831405055
BR,168.195.208.0,168.195.211.255,2831405056,2831406079
BR,168.195.212.0,168.195.215.255,2831406080,2831407103
SR,168.195.216.0,168.195.219.255,2831407104,2831408127
BR,168.195.220.0,168.195.223.255,2831408128,2831409151
PY,168.195.224.0,168.195.227.255,2831409152,2831410175
BR,168.195.228.0,168.195.231.255,2831410176,2831411199
BR,168.195.232.0,168.195.235.255,2831411200,2831412223
BR,168.195.236.0,168.195.239.255,2831412224,2831413247
BR,168.195.240.0,168.195.243.255,2831413248,2831414271
BR,168.195.244.0,168.195.247.255,2831414272,2831415295
BR,168.195.248.0,168.195.251.255,2831415296,2831416319
BR,168.195.252.0,168.195.255.255,2831416320,2831417343
AR,168.196.0.0,168.196.3.255,2831417344,2831418367
BR,168.196.4.0,168.196.7.255,2831418368,2831419391
BR,168.196.8.0,168.196.11.255,2831419392,2831420415
BR,168.196.12.0,168.196.15.255,2831420416,2831421439
BR,168.196.16.0,168.196.19.255,2831421440,2831422463
BR,168.196.20.0,168.196.23.255,2831422464,2831423487
AR,168.196.24.0,168.196.27.255,2831423488,2831424511
BR,168.196.28.0,168.196.31.255,2831424512,2831425535
AR,168.196.32.0,168.196.35.255,2831425536,2831426559
BR,168.196.36.0,168.196.39.255,2831426560,2831427583
BR,168.196.40.0,168.196.43.255,2831427584,2831428607
BR,168.196.44.0,168.196.47.255,2831428608,2831429631
BR,168.196.48.0,168.196.51.255,2831429632,2831430655
BR,168.196.52.0,168.196.55.255,2831430656,2831431679
BR,168.196.56.0,168.196.59.255,2831431680,2831432703
BR,168.196.60.0,168.196.63.255,2831432704,2831433727
BR,168.196.64.0,168.196.67.255,2831433728,2831434751
BR,168.196.68.0,168.196.71.255,2831434752,2831435775
BR,168.196.72.0,168.196.75.255,2831435776,2831436799
BR,168.196.76.0,168.196.79.255,2831436800,2831437823
BR,168.196.80.0,168.196.83.255,2831437824,2831438847
BR,168.196.84.0,168.196.87.255,2831438848,2831439871
BR,168.196.88.0,168.196.91.255,2831439872,2831440895
BR,168.196.92.0,168.196.95.255,2831440896,2831441919
BR,168.196.96.0,168.196.99.255,2831441920,2831442943
BR,168.196.100.0,168.196.103.255,2831442944,2831443967
BR,168.196.104.0,168.196.107.255,2831443968,2831444991
BR,168.196.108.0,168.196.111.255,2831444992,2831446015
AR,168.196.112.0,168.196.115.255,2831446016,2831447039
BR,168.196.116.0,168.196.119.255,2831447040,2831448063
BR,168.196.120.0,168.196.123.255,2831448064,2831449087
DO,168.196.124.0,168.196.127.255,2831449088,2831450111
BR,168.196.128.0,168.196.131.255,2831450112,2831451135
BR,168.196.132.0,168.196.135.255,2831451136,2831452159
BR,168.196.136.0,168.196.139.255,2831452160,2831453183
AR,168.196.140.0,168.196.143.255,2831453184,2831454207
BR,168.196.144.0,168.196.147.255,2831454208,2831455231
BR,168.196.148.0,168.196.151.255,2831455232,2831456255
BR,168.196.152.0,168.196.155.255,2831456256,2831457279
AR,168.196.156.0,168.196.159.255,2831457280,2831458303
BR,168.196.160.0,168.196.163.255,2831458304,2831459327
BR,168.196.164.0,168.196.167.255,2831459328,2831460351
BR,168.196.168.0,168.196.171.255,2831460352,2831461375
BR,168.196.172.0,168.196.175.255,2831461376,2831462399
BR,168.196.176.0,168.196.179.255,2831462400,2831463423
BR,168.196.180.0,168.196.183.255,2831463424,2831464447
CL,168.196.184.0,168.196.187.255,2831464448,2831465471
BR,168.196.188.0,168.196.191.255,2831465472,2831466495
BR,168.196.192.0,168.196.195.255,2831466496,2831467519
BR,168.196.196.0,168.196.199.255,2831467520,2831468543
CL,168.196.200.0,168.196.203.255,2831468544,2831469567
BR,168.196.204.0,168.196.207.255,2831469568,2831470591
BR,168.196.208.0,168.196.211.255,2831470592,2831471615
BR,168.196.212.0,168.196.215.255,2831471616,2831472639
BR,168.196.216.0,168.196.219.255,2831472640,2831473663
BR,168.196.220.0,168.196.223.255,2831473664,2831474687
AR,168.196.224.0,168.196.227.255,2831474688,2831475711
CL,168.196.228.0,168.196.231.255,2831475712,2831476735
BR,168.196.232.0,168.196.235.255,2831476736,2831477759
HN,168.196.236.0,168.196.239.255,2831477760,2831478783
HN,168.196.240.0,168.196.243.255,2831478784,2831479807
AR,168.196.244.0,168.196.247.255,2831479808,2831480831
BR,168.196.248.0,168.196.251.255,2831480832,2831481855
AR,168.196.252.0,168.196.255.255,2831481856,2831482879
BR,168.197.0.0,168.197.3.255,2831482880,2831483903
BR,168.197.4.0,168.197.7.255,2831483904,2831484927
BR,168.197.8.0,168.197.11.255,2831484928,2831485951
BR,168.197.12.0,168.197.15.255,2831485952,2831486975
BR,168.197.16.0,168.197.19.255,2831486976,2831487999
BR,168.197.20.0,168.197.23.255,2831488000,2831489023
BR,168.197.24.0,168.197.27.255,2831489024,2831490047
BR,168.197.28.0,168.197.31.255,2831490048,2831491071
BR,168.197.32.0,168.197.35.255,2831491072,2831492095
BR,168.197.36.0,168.197.39.255,2831492096,2831493119
MX,168.197.40.0,168.197.43.255,2831493120,2831494143
AR,168.197.44.0,168.197.47.255,2831494144,2831495167
AR,168.197.48.0,168.197.51.255,2831495168,2831496191
BR,168.197.52.0,168.197.55.255,2831496192,2831497215
BR,168.197.56.0,168.197.59.255,2831497216,2831498239
BR,168.197.60.0,168.197.63.255,2831498240,2831499263
BR,168.197.64.0,168.197.67.255,2831499264,2831500287
CO,168.197.68.0,168.197.71.255,2831500288,2831501311
BR,168.197.72.0,168.197.75.255,2831501312,2831502335
BR,168.197.76.0,168.197.79.255,2831502336,2831503359
BR,168.197.80.0,168.197.83.255,2831503360,2831504383
BR,168.197.84.0,168.197.87.255,2831504384,2831505407
CL,168.197.88.0,168.197.91.255,2831505408,2831506431
BR,168.197.92.0,168.197.95.255,2831506432,2831507455
CR,168.197.96.0,168.197.99.255,2831507456,2831508479
HT,168.197.100.0,168.197.103.255,2831508480,2831509503
BR,168.197.104.0,168.197.107.255,2831509504,2831510527
SX,168.197.108.0,168.197.111.255,2831510528,2831511551
BR,168.197.112.0,168.197.115.255,2831511552,2831512575
BR,168.197.116.0,168.197.119.255,2831512576,2831513599
MX,168.197.120.0,168.197.123.255,2831513600,2831514623
MX,168.197.124.0,168.197.127.255,2831514624,2831515647
BR,168.197.128.0,168.197.131.255,2831515648,2831516671
CR,168.197.132.0,168.197.135.255,2831516672,2831517695
BR,168.197.136.0,168.197.139.255,2831517696,2831518719
BR,168.197.140.0,168.197.143.255,2831518720,2831519743
BR,168.197.144.0,168.197.147.255,2831519744,2831520767
BR,168.197.148.0,168.197.151.255,2831520768,2831521791
BR,168.197.152.0,168.197.155.255,2831521792,2831522815
BR,168.197.156.0,168.197.159.255,2831522816,2831523839
BR,168.197.160.0,168.197.163.255,2831523840,2831524863
AR,168.197.164.0,168.197.167.255,2831524864,2831525887
BR,168.197.168.0,168.197.171.255,2831525888,2831526911
HN,168.197.172.0,168.197.175.255,2831526912,2831527935
BR,168.197.176.0,168.197.179.255,2831527936,2831528959
CL,168.197.180.0,168.197.183.255,2831528960,2831529983
BR,168.197.184.0,168.197.187.255,2831529984,2831531007
EC,168.197.188.0,168.197.191.255,2831531008,2831532031
BR,168.197.192.0,168.197.195.255,2831532032,2831533055
AR,168.197.196.0,168.197.199.255,2831533056,2831534079
AR,168.197.200.0,168.197.203.255,2831534080,2831535103
BR,168.197.204.0,168.197.207.255,2831535104,2831536127
BZ,168.197.208.0,168.197.211.255,2831536128,2831537151
BR,168.197.212.0,168.197.215.255,2831537152,2831538175
AR,168.197.216.0,168.197.219.255,2831538176,2831539199
BR,168.197.220.0,168.197.223.255,2831539200,2831540223
BR,168.197.224.0,168.197.227.255,2831540224,2831541247
BR,168.197.228.0,168.197.231.255,2831541248,2831542271
BR,168.197.232.0,168.197.235.255,2831542272,2831543295
BR,168.197.236.0,168.197.239.255,2831543296,2831544319
BO,168.197.240.0,168.197.243.255,2831544320,2831545343
BR,168.197.244.0,168.197.247.255,2831545344,2831546367
AR,168.197.248.0,168.197.251.255,2831546368,2831547391
BR,168.197.252.0,168.197.255.255,2831547392,2831548415
AR,168.205.0.0,168.205.3.255,2832007168,2832008191
BR,168.205.4.0,168.205.7.255,2832008192,2832009215
PA,168.205.8.0,168.205.11.255,2832009216,2832010239
BR,168.205.12.0,168.205.15.255,2832010240,2832011263
BR,168.205.16.0,168.205.19.255,2832011264,2832012287
BR,168.205.20.0,168.205.23.255,2832012288,2832013311
BR,168.205.24.0,168.205.27.255,2832013312,2832014335
BR,168.205.28.0,168.205.31.255,2832014336,2832015359
BR,168.205.32.0,168.205.35.255,2832015360,2832016383
BR,168.205.36.0,168.205.39.255,2832016384,2832017407
BR,168.205.40.0,168.205.43.255,2832017408,2832018431
BR,168.205.44.0,168.205.47.255,2832018432,2832019455
BR,168.205.48.0,168.205.51.255,2832019456,2832020479
BR,168.205.52.0,168.205.55.255,2832020480,2832021503
BR,168.205.56.0,168.205.59.255,2832021504,2832022527
BR,168.205.60.0,168.205.63.255,2832022528,2832023551
CR,168.205.64.0,168.205.67.255,2832023552,2832024575
BR,168.205.68.0,168.205.71.255,2832024576,2832025599
HN,168.205.72.0,168.205.75.255,2832025600,2832026623
BR,168.205.76.0,168.205.79.255,2832026624,2832027647
BR,168.205.80.0,168.205.83.255,2832027648,2832028671
BR,168.205.84.0,168.205.87.255,2832028672,2832029695
BR,168.205.88.0,168.205.91.255,2832029696,2832030719
AR,168.205.92.0,168.205.95.255,2832030720,2832031743
BO,168.205.96.0,168.205.99.255,2832031744,2832032767
BR,168.205.100.0,168.205.103.255,2832032768,2832033791
BR,168.205.104.0,168.205.107.255,2832033792,2832034815
BR,168.205.108.0,168.205.111.255,2832034816,2832035839
BR,168.205.112.0,168.205.115.255,2832035840,2832036863
AR,168.205.116.0,168.205.119.255,2832036864,2832037887
AR,168.205.120.0,168.205.123.255,2832037888,2832038911
BR,168.205.124.0,168.205.127.255,2832038912,2832039935
BR,168.205.128.0,168.205.131.255,2832039936,2832040959
PE,168.205.132.0,168.205.135.255,2832040960,2832041983
BR,168.205.136.0,168.205.139.255,2832041984,2832043007
BR,168.205.140.0,168.205.143.255,2832043008,2832044031
BR,168.205.144.0,168.205.147.255,2832044032,2832045055
BR,168.205.148.0,168.205.151.255,2832045056,2832046079
BR,168.205.152.0,168.205.155.255,2832046080,2832047103
BR,168.205.156.0,168.205.159.255,2832047104,2832048127
HN,168.205.160.0,168.205.163.255,2832048128,2832049151
BR,168.205.164.0,168.205.167.255,2832049152,2832050175
BR,168.205.168.0,168.205.171.255,2832050176,2832051199
BR,168.205.172.0,168.205.175.255,2832051200,2832052223
BR,168.205.176.0,168.205.179.255,2832052224,2832053247
